30,4.3,1320,79,100000,0,1,1
12,4.9,7,39,1000,0,1,1
12,4.5,49381,69,1000000,0,1,1
12,4.5,6673,49,500000,0,1,1
11,5.0,16,22,100,0,1,1
12,4.4,31,49,100,1,1,1
26,4.2,4737,1,500000,0,1,1
30,4.3,11449,1,500000,0,1,1
24,4.1,291,39,5000,1,1,1
16,4.4,2599,69,100000,0,2,1
30,4.3,269,69,50000,0,1,1
12,4.6,877576,12,10000000,0,1,1
12,4.5,10,22,100,0,1,1
7,4.8,341,99,5000,1,1,1
29,4.1,1076243,13,100000000,0,1,1
12,4.2,1088,39,10000,1,1,1
12,5.0,1,69,10,1,1,1
12,4.4,1091,49,50000,1,1,1
12,4.2,5,49,50,1,1,1
12,4.1,1143,15,10000,1,1,1
15,4.3,29330,69,1000000,0,1,1
26,4.4,15,35,500,0,1,1
7,4.5,5474,17,100000,1,1,1
7,4.2,125232,6,10000000,0,1,1
15,4.4,144545,13,5000000,0,3,1
15,4.4,206602,13,5000000,0,2,1
15,4.5,407788,19,5000000,0,1,1
24,4.3,505,29,10000,1,1,1
15,4.6,568391,59,5000000,0,3,1
13,4.4,31,29,1000,1,1,1
15,4.4,58387,39,1000000,0,1,1
12,4.3,83977,11,500000,0,1,1
26,3.9,44,39,10000,0,1,1
15,4.3,314774,49,5000000,0,3,1
28,3.7,138026,29,5000000,0,2,1
30,4.6,1092,18,100000,0,1,1
7,3.5,10,39,100,1,1,1
32,4.2,4074,1,500000,0,1,1
5,3.0,4,49,1000,0,1,1
25,4.5,180697,69,10000000,0,1,1
26,4.3,26452,49,1000000,0,1,1
25,4.1,49211,6,1000000,0,1,1
12,4.2,3195,49,100000,1,1,1
21,4.3,6079,1,500000,0,1,1
29,4.2,1008012,13,50000000,0,1,1
7,4.4,32254,6,1000000,0,1,1
15,4.4,125578,17,5000000,0,1,1
30,4.3,668,13,50000,0,1,1
15,4.5,152658,29,1000000,0,3,1
30,4.5,1916,39,100000,0,1,1
24,4.3,881,59,10000,1,1,1
13,4.1,13868,1,1000000,0,1,1
29,4.1,10,1,1000,0,1,1
12,2.9,45,1,5000,0,1,1
16,4.0,12906,89,1000000,0,1,1
24,4.0,289,22,10000,0,1,1
21,4.5,93,92,10000,0,3,1
21,4.6,625,89,10000,1,1,1
21,4.6,625,89,10000,1,1,1
24,4.0,1546,49,10000,1,1,1
26,4.4,457,59,50000,0,1,1
21,3.6,25,29,1000,1,1,1
9,4.0,430,59,10000,0,1,1
4,4.2,873,22,50000,0,1,1
15,4.2,951435,14,50000000,0,1,1
4,4.1,70,39,500,1,1,1
24,4.1,12180,59,1000000,0,1,1
12,4.2,580,22,10000,0,1,1
30,4.4,2132,22,100000,0,1,1
28,4.8,1902,59,100000,0,1,1
19,3.8,89,93,10000,0,1,1
12,4.2,1696,29,100000,0,2,1
29,4.2,36183,29,5000000,0,3,1
4,4.1,9636,93,1000000,0,1,1
15,4.2,139432,49,10000000,0,1,1
12,4.0,267636,13,10000000,0,3,1
21,4.3,214,89,10000,1,1,1
12,4.1,413,93,10000,0,1,1
30,3.3,236,29,50000,0,1,1
21,4.0,91,39,10000,0,1,1
30,4.9,19,39,500,0,1,1
24,4.2,290241,49,50000000,0,1,1
9,4.0,275,22,50000,0,1,1
19,4.6,10198,22,100000,0,1,1
30,4.7,32,22,1000,0,1,1
19,3.8,1140,79,100000,0,1,1
12,4.6,222,1,10000,0,1,1
26,4.3,30443,59,1000000,0,1,1
5,3.3,49,59,10000,0,1,1
12,3.3,1218,1,100000,0,1,1
12,3.6,215,22,50000,0,1,1
12,4.6,856,29,5000,0,1,1
12,4.7,557,69,10000,0,1,1
24,4.7,51,29,1000,0,1,1
28,4.7,594,39,1000,0,1,1
12,1.0,1,22,50,1,1,1
15,4.1,533,39,10000,0,1,1
12,3.2,85,22,10000,0,1,1
30,4.5,142,29,5000,1,1,1
7,4.6,649,89,50000,0,1,1
24,4.2,17,96,1000,0,1,1
12,4.3,2772,39,500000,0,3,1
19,4.0,294,14,10000,0,1,1
15,4.0,48,49,1000,1,1,1
24,4.2,279,1,10000,0,1,1
29,4.2,43191,14,5000000,0,1,1
24,4.4,18,22,500,1,1,1
4,3.9,1778,4,500000,0,2,1
15,3.1,440,99,50000,0,1,1
15,4.0,121082,79,10000000,0,3,1
30,4.3,56,22,1000,1,1,1
30,4.3,32207,39,1000000,0,1,1
15,4.2,307398,99,10000000,0,1,1
32,4.3,9966,59,1000000,0,1,1
24,4.3,444,12,10000,1,1,1
24,3.4,730,22,100000,0,1,1
24,4.1,2645,1,50000,1,1,1
12,4.5,65,49,5000,0,1,1
30,3.6,6060,59,500000,0,1,1
4,4.7,263,99,10000,0,1,1
19,4.1,438,29,50000,0,1,1
15,4.5,219821,10,1000000,0,2,1
12,5.0,1,39,10,1,1,1
30,4.3,20865,22,1000000,0,1,1
5,4.3,171771,39,10000000,0,1,1
13,4.3,634,22,50000,0,1,1
24,4.1,69417,89,10000000,0,1,1
12,4.5,11,79,100,0,1,1
15,4.4,1351833,12,10000000,0,3,1
7,4.3,12,39,100,1,1,1
15,4.5,1736105,14,10000000,0,2,1
33,3.8,1195,59,100000,0,1,1
12,2.7,1616,35,500000,0,1,1
33,4.2,6849,1,1000000,0,1,1
12,5.0,4,1,100,0,3,1
12,4.3,42,59,5000,0,1,1
24,4.4,175,59,1000,1,1,1
15,4.5,24210,49,500000,0,3,1
30,3.3,4786,13,500000,0,1,1
12,4.3,2171,12,100000,0,1,1
12,3.8,5964,49,500000,0,3,1
5,2.7,11,69,1000,0,1,1
25,3.7,3396,29,500000,0,1,1
18,3.8,67007,29,5000000,0,1,1
7,4.1,22782,39,1000000,0,1,1
15,3.7,8014,39,100000,1,1,1
12,4.8,171,1,1000,1,1,1
31,4.6,19,14,500,0,1,1
12,4.6,2654,69,100000,0,1,1
21,4.5,63,29,10000,1,1,1
21,4.5,63,29,10000,1,1,1
7,4.6,94,1,1000,1,1,1
12,4.7,143,49,1000,1,1,1
19,4.0,7808,59,1000000,0,1,1
31,3.4,39,39,1000,1,1,1
12,4.3,131,22,5000,0,1,1
30,3.4,843,89,100000,0,1,1
4,4.7,24278,35,1000000,0,1,1
12,3.0,2,18,50,1,1,1
19,4.1,360,49,10000,0,1,1
19,4.1,360,49,10000,0,1,1
26,4.1,979,79,100000,0,1,1
6,4.1,690,49,50000,0,1,1
28,4.8,725,39,10000,0,3,1
27,3.3,272,79,100000,0,1,1
19,4.3,1533,79,100000,0,1,1
30,3.2,427,99,100000,0,1,1
7,4.2,91,69,10000,0,1,1
4,4.6,41608,49,1000000,0,1,1
19,3.0,859,39,100000,0,1,1
19,4.5,16426,1,500000,0,1,1
7,4.4,9,49,5000,0,1,1
7,3.5,400,49,100000,0,1,1
22,4.2,233305,39,10000000,0,1,1
30,3.5,78,39,10000,0,1,1
32,4.2,1236,39,100000,0,1,1
9,4.3,656,59,10000,0,1,1
16,3.5,143,29,10000,0,1,1
30,4.5,1034,18,5000,1,1,1
21,3.6,26,97,5000,0,1,1
12,4.6,106,39,10000,0,1,1
4,4.7,1777,29,50000,0,1,1
16,3.8,76,1,1000,1,1,1
19,5.0,3,1,100,0,1,1
12,4.1,956,10,100000,0,3,1
21,4.2,64,49,1000,1,1,1
21,4.2,64,49,1000,1,1,1
12,3.3,1407,1,100000,0,1,1
30,3.6,661,89,100000,0,1,1
12,3.8,19,12,1000,0,1,1
15,3.8,196,11,5000,0,1,1
30,1.0,1,29,50,0,1,1
12,4.1,681,49,100000,0,1,1
27,4.4,134,49,10000,0,1,1
12,3.6,569,18,100000,0,1,1
12,4.6,28,29,1000,1,1,1
12,3.8,25,99,1000,0,1,1
21,3.8,534,14,100000,0,1,1
30,3.3,999,91,100000,0,1,1
5,3.4,15,22,10000,0,1,1
25,4.4,1302,59,10000,1,1,1
21,4.2,4852,39,100000,0,1,1
27,4.2,182,49,5000,0,1,1
12,3.6,445,12,50000,0,1,1
29,4.6,60,29,1000,1,1,1
12,3.9,3253,39,100000,0,1,1
20,3.9,112,1,10000,0,1,1
26,3.0,5,79,100,1,1,1
7,4.0,1926,79,1000000,0,1,1
28,4.2,17,59,1000,0,3,1
7,4.1,255,6,10000,0,1,1
12,4.1,62,69,10000,0,1,1
33,4.2,11510,39,1000000,0,1,1
12,4.4,63,79,10000,0,1,1
17,3.4,1450,99,100000,0,1,1
30,4.2,928,39,10000,1,1,1
29,4.4,552,1,5000,1,1,1
15,4.1,13,16,500,0,1,1
24,4.2,59,89,1000,1,1,1
4,4.4,98,69,10000,0,1,1
24,4.4,83,89,1000,1,1,1
25,3.8,4813,59,100000,0,1,1
4,4.9,122,29,5000,0,1,1
15,5.0,4,39,50,1,3,1
30,4.0,75,6,10000,0,1,1
12,4.2,3103,89,100000,0,3,1
20,4.3,15,15,5000,0,1,1
18,4.4,783,69,100000,0,1,1
7,4.4,9,59,500,1,1,1
19,3.7,492,49,50000,0,1,1
15,4.1,609,13,10000,0,1,1
7,4.3,260,18,10000,0,1,1
12,3.8,316,19,100000,0,1,1
13,4.3,9400,69,1000000,0,1,1
12,4.6,37,39,1000,0,1,1
24,4.6,14026,12,100000,1,1,1
5,4.4,2287,6,1000000,0,1,1
13,4.8,4,49,1000,0,1,1
30,4.3,37,39,5000,0,1,1
27,5.0,9,15,10,0,1,1
28,4.2,226,15,10000,0,1,1
26,4.2,2412,18,100000,0,1,1
30,3.3,35,91,1000,0,1,1
24,4.2,18926,29,1000000,0,1,1
4,4.8,44,69,1000,0,1,1
12,4.1,321,91,100000,0,1,1
30,3.2,24,49,10000,0,1,1
24,4.2,6,89,50,1,1,1
30,4.2,498,59,100000,0,1,1
33,4.2,8723,49,500000,0,1,1
26,3.4,16,29,100,1,1,1
12,4.4,152,1,10000,0,1,1
12,4.4,1160,39,100000,0,1,1
12,4.4,1160,39,100000,0,1,1
24,2.5,6,29,100,0,1,1
18,3.5,126862,69,10000000,0,1,1
24,3.5,159,29,10000,0,1,1
32,3.5,54,17,10000,0,1,1
29,4.5,177,1,10000,0,1,1
12,1.6,402,1,100000,0,1,1
12,4.6,23,17,10000,0,1,1
12,4.6,60,22,10000,0,1,1
7,3.7,197,95,10000,1,1,1
28,4.7,2068,79,100000,0,1,1
12,1.8,3270,1,500000,0,1,1
5,3.8,1777,94,100000,0,1,1
24,3.8,143,29,5000,0,1,1
7,3.9,97,59,50000,0,1,1
30,3.9,12,22,500,0,1,1
30,3.0,4,22,1000,0,1,1
3,4.0,1,22,100,0,1,1
15,4.0,1287,39,50000,0,1,1
12,2.4,407,39,50000,0,2,1
26,4.1,66,17,1000,1,1,1
12,3.7,3,10,50,0,1,1
29,3.8,926,79,50000,0,1,1
25,3.0,2,99,100,0,1,1
4,5.0,12,59,100,1,1,1
30,3.9,54,29,10000,0,1,1
2,4.0,1403,201,100000,0,1,1
32,4.2,104551,18,10000000,0,1,1
12,4.4,766,14,10000,1,1,1
30,3.2,409,79,50000,0,1,1
30,4.1,9496,69,1000000,0,1,1
15,3.7,8581,12,1000000,0,1,1
20,3.7,78,35,10000,0,1,1
25,2.9,66,89,10000,0,1,1
12,4.3,28151,17,1000000,0,1,1
25,3.3,41,79,5000,0,1,1
12,4.0,2614,69,100000,0,2,1
12,4.6,67410,89,1000000,0,1,1
12,4.0,127,14,10000,0,1,1
24,4.4,2839,59,100000,0,1,1
12,4.5,199,29,10000,0,1,1
12,3.9,8,69,1000,0,1,1
12,4.3,99,1,10000,0,1,1
30,3.9,146,79,10000,0,1,1
30,4.1,172990,59,10000000,0,1,1
30,3.4,784,49,50000,0,1,1
4,4.4,47,1,1000,1,1,1
30,4.5,295430,1,10000000,0,1,1
30,4.0,127,59,10000,0,1,1
12,4.6,4421,39,50000,1,3,1
30,3.1,17,59,1000,0,1,1
13,4.5,1308,39,100000,0,1,1
12,4.1,26347,49,1000000,0,1,1
5,3.1,104,59,10000,0,1,1
12,3.1,47,59,10000,0,1,1
32,4.1,15765,10,1000000,0,1,1
15,3.6,5291,79,100000,0,3,1
12,3.9,14,59,1000,0,3,1
15,4.1,64,1,5000,0,1,1
26,4.2,14428,1,1000000,0,1,1
21,3.4,35,29,1000,1,1,1
15,3.8,13388,79,500000,0,1,1
5,2.9,322,1,50000,0,1,1
7,3.4,37,14,1000,0,1,1
12,4.0,28,1,5000,0,1,1
12,5.0,1,49,10,1,1,1
5,3.4,102,22,10000,0,1,1
5,4.5,80,16,10000,0,1,1
13,3.3,343,22,10000,0,1,1
30,1.7,10,29,500,0,1,1
25,3.8,742,6,100000,0,1,1
5,3.1,4034,23,100000,0,1,1
4,3.5,156,42,500000,0,1,1
30,3.8,131,39,1000,1,1,1
25,4.2,382,29,100000,0,1,1
12,4.6,19,1,500,0,1,1
4,4.7,1340,11,10000,1,1,1
25,4.3,12865,69,100000,1,1,1
7,4.0,27,69,5000,0,1,1
28,4.4,540930,59,10000000,0,3,1
30,4.3,40907,22,5000000,0,1,1
21,4.4,578,79,10000,1,1,1
21,4.4,578,79,10000,1,1,1
26,4.2,12,22,500,0,1,1
26,4.4,41418,1,1000000,0,1,1
5,3.7,3,11,10,1,1,1
19,5.0,6,22,1000,0,1,1
15,4.5,168717,59,10000000,0,2,1
6,3.9,4496,69,100000,0,1,1
15,3.6,16521,29,1000000,0,1,1
12,4.0,26202,49,1000000,0,3,1
12,4.9,15,29,100,0,1,1
12,3.7,2850,39,500000,0,1,1
30,3.8,21943,22,5000000,0,1,1
13,4.5,3704,49,100000,0,1,1
12,4.4,252006,29,5000000,0,1,1
12,4.3,1894,49,100000,0,2,1
30,3.9,478,22,100000,0,1,1
12,3.9,13253,12,1000000,0,1,1
12,4.1,211,14,10000,0,1,1
30,3.4,2889,22,500000,0,1,1
12,4.4,382,49,500000,0,1,1
15,4.6,79,39,1000,0,1,1
12,3.3,24091,16,5000000,0,3,1
12,4.4,1771,49,10000,1,3,1
15,4.4,165656,39,5000000,0,3,1
15,4.4,7412,89,100000,1,3,1
15,4.1,1686,49,100000,0,3,1
12,4.2,37165,29,1000000,0,3,1
12,4.4,16459,89,500000,0,1,1
30,4.6,222,10,10000,0,1,1
30,4.4,745245,39,10000000,0,1,1
30,4.4,166367,1,5000000,0,1,1
30,4.4,166363,1,5000000,0,1,1
15,4.5,4147718,79,100000000,0,1,1
15,3.9,142693,29,5000000,0,3,1
25,4.5,10349,11,1000000,0,1,1
28,4.0,33249,89,1000000,0,1,1
28,4.0,33249,89,1000000,0,1,1
15,4.6,963,49,50000,0,1,1
19,3.9,18961,1,5000000,0,1,1
12,3.3,707,15,100000,0,1,1
28,4.1,12495,19,1000000,0,2,1
12,3.8,52,59,10000,1,1,1
12,4.0,2294,95,100000,0,1,1
27,3.8,208,79,10000,0,1,1
15,4.0,1417,17,100000,0,3,1
9,4.0,835,15,100000,0,1,1
12,4.0,5118,11,1000000,0,1,1
15,4.7,183343,29,5000000,0,3,1
30,3.8,4264,14,500000,0,1,1
15,3.9,2588,29,100000,0,1,1
15,4.0,428268,29,10000000,0,1,1
15,4.6,547,1,10000,0,1,1
15,4.8,265,1,1000,1,1,1
15,4.2,16237,29,500000,0,1,1
9,4.3,206,18,50000,0,1,1
12,4.4,5262,29,100000,0,1,1
12,4.5,709,18,5000,1,1,1
7,3.9,684,69,100000,0,1,1
15,4.3,25952,39,500000,0,1,1
15,4.1,52163,79,1000000,0,2,1
20,4.3,286454,39,10000000,0,1,1
12,3.9,249,29,10000,0,1,1
30,5.0,2,19,10,0,1,1
12,4.2,419375,39,10000000,0,1,1
12,2.9,72,29,5000,0,2,1
26,4.2,53015,22,5000000,0,1,1
12,4.7,6073,89,100000,0,2,1
15,4.0,721,18,50000,0,3,1
15,3.9,145931,49,10000000,0,3,1
15,4.0,154108,79,5000000,0,1,1
30,4.3,15618,22,1000000,0,1,1
12,4.5,48754,99,100000,1,1,1
12,3.8,4,59,100,1,1,1
25,4.1,21578,1,1000000,0,1,1
15,4.2,5442,17,100000,0,3,1
12,4.3,525552,49,10000000,0,1,1
12,4.3,525552,49,10000000,0,1,1
15,4.3,525517,49,10000000,0,1,1
1,4.4,1518,37,100000,0,1,1
10,4.2,38769,49,1000000,0,2,1
13,2.4,36,99,1000,1,1,1
12,4.7,2195,39,10000,1,1,1
15,4.4,32496,99,1000000,1,3,1
15,3.7,31883,29,1000000,0,3,1
26,3.8,5107,1,500000,0,1,1
26,4.5,49794,69,1000000,0,1,1
12,3.6,906,18,100000,0,1,1
15,3.8,21423,89,1000000,0,1,1
15,4.3,8537,29,100000,0,1,1
15,4.1,94761,17,10000000,0,3,1
15,3.8,16282,39,1000000,0,3,1
15,4.0,119368,19,10000000,0,3,1
15,3.8,4116,89,100000,0,1,1
12,4.5,66740,29,1000000,0,1,1
15,4.3,13604,96,1000000,1,3,1
15,4.6,267229,29,10000000,0,3,1
15,4.2,358,15,10000,0,1,1
15,4.5,549039,29,50000000,0,3,1
15,4.5,547644,29,50000000,0,3,1
7,3.3,1434,99,100000,0,1,1
6,4.4,2012,39,100000,0,1,1
12,4.8,4,39,100,1,3,1
12,4.3,1364,59,100000,0,1,1
19,3.7,4212,29,1000000,0,1,1
12,4.2,64815,29,5000000,0,3,1
15,3.5,901,69,50000,0,1,1
25,3.1,6827,89,1000000,0,1,1
33,4.1,1238,49,100000,0,1,1
30,3.8,79132,22,10000000,0,1,1
24,4.2,63699,22,5000000,0,3,1
15,4.2,7699,89,500000,0,2,1
15,4.0,3322,89,100000,0,2,1
25,3.3,1461,13,100000,0,1,1
30,4.7,88993,1,10000000,0,1,1
12,4.4,7615646,79,100000000,0,1,1
15,4.3,4704,39,100000,0,1,1
12,4.3,21804,49,1000000,1,1,1
24,3.9,25037,14,1000000,0,1,1
24,3.9,25035,14,1000000,0,1,1
15,4.0,17876,39,1000000,0,1,1
15,4.1,29798,89,1000000,0,2,1
15,4.5,33,49,1000,0,1,1
30,3.7,770,22,10000,1,1,1
15,4.2,6947,29,500000,0,1,1
15,4.2,63056,89,1000000,0,3,1
32,4.3,38607,29,1000000,0,1,1
15,4.4,7614130,79,100000000,0,1,1
15,4.4,7614271,79,100000000,0,1,1
15,4.4,7614415,79,100000000,0,1,1
15,4.4,7614407,79,100000000,0,1,1
29,3.7,2980,29,100000,0,1,1
24,4.2,97890,14,1000000,1,1,1
24,4.2,97890,14,1000000,1,1,1
15,4.6,152395,14,10000000,0,1,1
28,3.4,3640,99,500000,0,2,1
12,4.8,36968,16,1000000,0,1,1
12,4.0,751,49,10000,1,1,1
25,4.0,88860,69,5000000,0,1,1
15,4.3,12,29,100,1,1,1
21,4.4,1517,89,100000,0,1,1
5,2.0,9,39,1000,0,1,1
27,4.2,1558,29,100000,0,1,1
29,4.5,5517,59,500000,0,1,1
15,4.2,32849,1,1000000,0,1,1
12,4.4,276,16,50000,0,1,1
9,4.1,358,6,50000,0,1,1
12,4.1,3543,49,500000,0,1,1
12,4.3,96,59,10000,0,1,1
15,4.3,2233,39,1000000,0,1,1
15,4.4,12683,19,1000000,0,1,1
15,4.4,7,39,100,0,1,1
9,4.5,1929,22,500000,0,1,1
12,4.5,681,29,50000,0,1,1
12,3.6,209,16,50000,0,1,1
32,4.6,277,69,10000,0,1,1
30,3.7,26,22,5000,0,1,1
30,3.7,822,59,50000,0,1,1
13,3.8,109,29,10000,0,1,1
5,3.9,184,49,50000,0,1,1
12,3.9,30,16,1000,0,1,1
12,3.9,253,14,10000,0,1,1
4,4.0,22,39,1000,0,1,1
25,4.0,802,59,100000,0,1,1
15,4.4,6735,29,1000000,0,2,1
15,4.2,211,49,10000,0,3,1
15,4.4,889425,49,10000000,0,3,1
15,3.5,3048,29,500000,0,3,1
15,4.6,21266,49,100000,1,3,1
12,3.8,25,49,1000,0,3,1
15,3.9,71,59,10000,0,3,1
29,3.6,25,69,1000,1,1,1
12,3.8,21149,39,1000000,0,1,1
25,4.0,675,15,100000,0,1,1
15,4.1,234606,59,10000000,0,1,1
18,4.1,923,49,100000,0,1,1
12,4.7,61600,39,1000000,0,1,1
4,4.6,361780,99,10000000,0,1,1
13,3.8,57,49,5000,0,1,1
12,4.6,41,99,1000,0,1,1
7,4.2,42925,6,1000000,0,1,1
1,4.1,227,1,50000,0,1,1
15,4.3,54221,49,1000000,0,1,1
15,3.4,9051,29,1000000,0,1,1
12,3.8,20292,49,1000000,0,1,1
15,3.8,35171,49,1000000,0,1,1
29,3.9,6289,39,1000000,0,1,1
12,3.0,30,39,5000,0,1,1
12,3.0,76,39,5000,1,1,1
19,5.0,1,1,10,1,1,1
24,5.0,13,59,100,1,1,1
15,4.3,5785,93,500000,0,3,1
15,4.5,16162,99,100000,1,3,1
15,4.0,795,49,100000,0,3,1
21,4.3,62,29,5000,0,1,1
15,3.7,91,29,10000,0,1,1
12,3.8,1123,59,100000,0,1,1
12,4.2,116,49,10000,0,1,1
12,4.5,170,49,10000,0,1,1
12,4.2,145,49,10000,0,3,1
12,3.8,28,49,1000,0,3,1
12,4.0,54,49,5000,0,3,1
12,4.3,275048,49,10000000,0,3,1
15,3.3,5290,49,500000,0,1,1
15,4.4,1628,39,50000,0,1,1
30,2.5,15,29,5000,0,1,1
12,4.8,160,13,10000,0,1,1
15,3.9,2362,29,100000,0,1,1
19,4.0,448,39,50000,0,1,1
15,3.8,17372,49,1000000,0,2,1
12,3.6,3502,69,500000,0,3,1
15,3.8,488,39,100000,0,3,1
22,4.2,2318,49,100000,0,1,1
12,3.9,159,39,5000,0,1,1
15,4.1,91667,29,1000000,0,1,1
15,4.4,243121,39,5000000,0,3,1
12,4.1,27130,39,5000000,0,1,1
12,4.2,23292,29,1000000,0,1,1
12,4.2,109,29,10000,0,1,1
12,4.2,1960,89,100000,0,1,1
15,3.3,19,1,100,1,1,1
21,4.3,6,59,1000,0,1,1
4,3.4,116,49,5000,1,1,1
12,4.4,11442,69,1000000,0,1,1
12,4.4,6367,96,1000000,0,1,1
15,3.6,12257,49,1000000,0,1,1
12,3.7,56664,89,1000000,0,1,1
15,4.1,154519,99,10000000,0,2,1
15,4.1,395,59,50000,0,3,1
15,4.2,3946,49,100000,0,3,1
7,3.4,5,22,100,0,3,1
26,4.2,80581,22,10000000,0,1,1
30,3.9,333,1,100000,0,1,1
22,4.0,146,35,10000,0,1,1
30,4.0,22,89,1000,1,1,1
29,4.2,15068,22,1000000,0,1,1
17,3.9,59660,79,1000000,0,1,1
15,4.5,43576,59,5000000,0,1,1
12,4.3,14,49,1000,0,3,1
12,4.7,15,49,1000,0,3,1
15,4.4,4396,49,100000,0,1,1
16,3.7,1861,1,1000000,0,1,1
12,2.9,21,22,5000,0,1,1
15,4.2,3247,29,500000,0,3,1
12,2.9,31596,39,5000000,0,3,1
12,4.0,20421,39,1000000,0,3,1
31,4.4,105,59,10000,0,1,1
5,4.2,123,39,10000,0,1,1
12,3.1,19,94,1000,0,1,1
28,4.3,16404,22,1000000,0,1,1
12,4.4,77,10,10000,0,1,1
12,4.4,634,1,100000,0,1,1
24,3.6,5525,22,500000,0,1,1
25,3.7,1213,1,500000,0,1,1
12,4.0,532,69,100000,0,1,1
25,4.0,5855,49,1000000,0,1,1
30,4.0,29944,22,5000000,0,1,1
15,4.2,17453,99,1000000,0,2,1
15,4.4,45871,99,5000000,0,3,1
12,4.3,382,15,10000,1,1,1
